table,row,reason
vle,47643,a component is near or above its critical temperature (gas solubility)
vle,47644,a component is near or above its critical temperature (gas solubility)
vle,47645,a component is near or above its critical temperature (gas solubility)
vle,47646,a component is near or above its critical temperature (gas solubility)
vle,47647,a component is near or above its critical temperature (gas solubility)
vle,47648,a component is near or above its critical temperature (gas solubility)
vle,47649,a component is near or above its critical temperature (gas solubility)
vle,47650,a component is near or above its critical temperature (gas solubility)
vle,47651,a component is near or above its critical temperature (gas solubility)
vle,47652,a component is near or above its critical temperature (gas solubility)
vle,47653,a component is near or above its critical temperature (gas solubility)
vle,47654,a component is near or above its critical temperature (gas solubility)
vle,47655,a component is near or above its critical temperature (gas solubility)
vle,47656,a component is near or above its critical temperature (gas solubility)
vle,47743,a component is near or above its critical temperature (gas solubility)
vle,47746,a component is near or above its critical temperature (gas solubility)
vle,47752,a component is near or above its critical temperature (gas solubility)
vle,47758,a component is near or above its critical temperature (gas solubility)
